file,n,m,brute_force_result,IC_result,BST_result,IC_match?,BST_match?,brute_validity,brute_runtime
dag_000038.txt,24,23,0,0,0,True,True,True,3e-05
dag_000039.txt,32,31,0,0,0,True,True,True,2.6e-05
dag_000040.txt,21,20,0,0,0,True,True,True,2.3e-05
dag_000041.txt,23,22,0,0,0,True,True,True,2.2e-05
dag_000042.txt,27,26,0,0,0,True,True,True,4.2e-05
dag_000043.txt,19,18,0,0,0,True,True,True,2.9e-05
dag_000044.txt,26,25,0,0,0,True,True,True,4.4e-05
dag_000045.txt,25,24,0,0,0,True,True,True,3.7e-05
dag_000046.txt,16,15,0,0,0,True,True,True,2.6e-05
dag_000047.txt,35,34,0,0,0,True,True,True,3.1e-05
dag_000048.txt,30,29,0,0,0,True,True,True,3e-05
dag_000049.txt,32,31,0,0,0,True,True,True,2.6e-05
dag_000050.txt,21,20,0,0,0,True,True,True,4e-05
dag_000051.txt,12,11,0,0,0,True,True,True,2.3e-05
dag_000052.txt,25,24,0,0,0,True,True,True,3e-05
dag_000053.txt,35,34,0,0,0,True,True,True,3.4e-05
dag_000054.txt,25,24,0,0,0,True,True,True,2.7e-05
dag_000055.txt,21,20,0,0,0,True,True,True,2.5e-05
dag_000056.txt,23,22,0,0,0,True,True,True,2.9e-05
dag_000057.txt,10,9,0,0,0,True,True,True,1.4e-05
dag_000058.txt,28,27,0,0,0,True,True,True,3.1e-05
dag_000059.txt,15,14,0,0,0,True,True,True,1.6e-05
dag_000060.txt,16,15,0,0,0,True,True,True,2.5e-05
dag_000061.txt,29,28,0,0,0,True,True,True,3.1e-05
dag_000062.txt,30,29,0,0,0,True,True,True,4e-05
dag_000063.txt,20,19,0,0,0,True,True,True,2.3e-05
dag_000064.txt,34,33,0,0,0,True,True,True,3.1e-05
dag_000065.txt,31,30,0,0,0,True,True,True,3.4e-05
dag_000066.txt,32,31,0,0,0,True,True,True,2.7e-05
dag_000067.txt,10,9,0,0,0,True,True,True,1.5e-05
dag_000068.txt,29,28,0,0,0,True,True,True,2.2e-05
dag_000069.txt,14,13,0,0,0,True,True,True,1.5e-05
dag_000070.txt,28,27,0,0,0,True,True,True,3e-05
dag_000071.txt,27,26,0,0,0,True,True,True,2.5e-05
dag_000072.txt,24,23,0,0,0,True,True,True,2.8e-05
dag_000073.txt,29,28,0,0,0,True,True,True,2.3e-05
dag_000074.txt,19,18,0,0,0,True,True,True,2.7e-05
dag_000075.txt,30,29,0,0,0,True,True,True,2.5e-05
dag_000076.txt,15,14,0,0,0,True,True,True,2.1e-05
dag_000077.txt,28,27,0,0,0,True,True,True,2.5e-05
dag_000078.txt,17,16,0,0,0,True,True,True,2.2e-05
dag_000079.txt,27,26,0,0,0,True,True,True,2.2e-05
dag_000080.txt,11,10,0,0,0,True,True,True,1.8e-05
dag_000081.txt,17,16,0,0,0,True,True,True,2e-05
dag_000082.txt,30,29,0,0,0,True,True,True,2.7e-05
dag_000083.txt,32,31,0,0,0,True,True,True,3.1e-05
dag_000084.txt,12,11,0,0,0,True,True,True,1.4e-05
dag_000085.txt,16,15,0,0,0,True,True,True,2.3e-05
dag_000086.txt,17,16,0,0,0,True,True,True,2e-05
dag_000087.txt,26,25,0,0,0,True,True,True,2.9e-05
dag_000088.txt,22,21,0,0,0,True,True,True,2.2e-05
dag_000089.txt,24,23,0,0,0,True,True,True,2.4e-05
dag_000090.txt,35,34,0,0,0,True,True,True,2.5e-05
dag_000091.txt,23,22,0,0,0,True,True,True,2.4e-05
dag_000092.txt,17,16,0,0,0,True,True,True,2.1e-05
dag_000093.txt,24,23,0,0,0,True,True,True,2.3e-05
dag_000094.txt,12,11,0,0,0,True,True,True,5.1e-05
dag_000095.txt,16,15,0,0,0,True,True,True,1.7e-05
dag_000096.txt,25,24,0,0,0,True,True,True,3.1e-05
dag_000097.txt,34,33,0,0,0,True,True,True,2.5e-05
dag_000098.txt,32,31,0,0,0,True,True,True,3.2e-05
dag_000099.txt,31,30,0,0,0,True,True,True,2.3e-05
dag_000100.txt,22,21,0,0,0,True,True,True,2.6e-05
dag_000101.txt,12,11,0,0,0,True,True,True,1.7e-05
dag_000102.txt,22,21,0,0,0,True,True,True,2.8e-05
dag_000103.txt,15,14,0,0,0,True,True,True,2.3e-05
dag_000104.txt,22,21,0,0,0,True,True,True,2.6e-05
dag_000105.txt,15,14,0,0,0,True,True,True,2.1e-05
dag_000106.txt,34,33,0,0,0,True,True,True,3.2e-05
dag_000107.txt,25,24,0,0,0,True,True,True,3e-05
dag_000108.txt,21,20,0,0,0,True,True,True,2e-05
dag_000109.txt,31,30,0,0,0,True,True,True,3.1e-05
dag_000110.txt,26,25,0,0,0,True,True,True,2.1e-05
dag_000111.txt,10,9,0,0,0,True,True,True,1.7e-05
dag_000112.txt,26,25,0,0,0,True,True,True,2.4e-05
dag_000113.txt,30,29,0,0,0,True,True,True,2.7e-05
dag_000114.txt,19,18,0,0,0,True,True,True,2.7e-05
dag_000115.txt,22,21,0,0,0,True,True,True,2.2e-05
dag_000116.txt,12,11,0,0,0,True,True,True,2e-05
dag_000117.txt,12,11,0,0,0,True,True,True,1.6e-05
dag_000118.txt,17,16,0,0,0,True,True,True,2.2e-05
dag_000119.txt,34,33,0,0,0,True,True,True,2.6e-05
dag_000120.txt,22,21,0,0,0,True,True,True,2.5e-05
dag_000121.txt,22,21,0,0,0,True,True,True,2e-05
dag_000122.txt,28,27,0,0,0,True,True,True,2.6e-05
dag_000123.txt,23,22,0,0,0,True,True,True,3.2e-05
dag_000124.txt,25,24,0,0,0,True,True,True,2.3e-05
dag_000125.txt,27,26,0,0,0,True,True,True,2.9e-05
dag_000126.txt,28,27,0,0,0,True,True,True,2.5e-05
dag_000127.txt,22,21,0,0,0,True,True,True,2.7e-05
dag_000128.txt,33,32,0,0,0,True,True,True,2.6e-05
dag_000129.txt,23,22,0,0,0,True,True,True,2.3e-05
dag_000130.txt,20,19,0,0,0,True,True,True,2.1e-05
dag_000131.txt,26,25,0,0,0,True,True,True,2.4e-05
dag_000132.txt,19,18,0,0,0,True,True,True,2.5e-05
dag_000133.txt,34,33,0,0,0,True,True,True,2.7e-05
dag_000134.txt,12,11,0,0,0,True,True,True,2e-05
dag_000135.txt,14,13,0,0,0,True,True,True,1.7e-05
dag_000136.txt,10,9,0,0,0,True,True,True,1.9e-05
dag_000137.txt,35,34,0,0,0,True,True,True,2.6e-05
dag_000138.txt,30,29,0,0,0,True,True,True,3e-05
dag_000139.txt,15,14,0,0,0,True,True,True,2.6e-05
dag_000140.txt,25,24,0,0,0,True,True,True,2.8e-05
dag_000141.txt,26,25,0,0,0,True,True,True,3e-05
dag_000142.txt,31,30,0,0,0,True,True,True,3.3e-05
dag_000143.txt,13,12,0,0,0,True,True,True,2.2e-05
dag_000144.txt,31,30,0,0,0,True,True,True,8.5e-05
dag_000145.txt,33,32,0,0,0,True,True,True,2.7e-05
dag_000146.txt,35,34,0,0,0,True,True,True,3.3e-05
dag_000147.txt,13,12,0,0,0,True,True,True,1.5e-05
dag_000148.txt,32,31,0,0,0,True,True,True,2.9e-05
dag_000149.txt,11,10,0,0,0,True,True,True,1.5e-05
dag_000150.txt,30,29,0,0,0,True,True,True,3e-05
dag_000151.txt,27,26,0,0,0,True,True,True,2.1e-05
dag_000152.txt,14,13,0,0,0,True,True,True,2e-05
dag_000153.txt,32,31,0,0,0,True,True,True,3.2e-05
dag_000154.txt,22,21,0,0,0,True,True,True,3.8e-05
dag_000155.txt,22,21,0,0,0,True,True,True,2.6e-05
dag_000156.txt,17,16,0,0,0,True,True,True,2.1e-05
dag_000157.txt,18,17,0,0,0,True,True,True,2.3e-05
dag_000158.txt,30,29,0,0,0,True,True,True,2.7e-05
dag_000159.txt,34,33,0,0,0,True,True,True,2.8e-05
dag_000160.txt,16,15,0,0,0,True,True,True,2.3e-05
dag_000161.txt,29,28,0,0,0,True,True,True,2.4e-05
dag_000162.txt,29,28,0,0,0,True,True,True,2.8e-05
dag_000163.txt,35,34,0,0,0,True,True,True,2.7e-05
dag_000164.txt,19,18,0,0,0,True,True,True,2.8e-05
dag_000165.txt,33,32,0,0,0,True,True,True,2.6e-05
dag_000166.txt,27,26,0,0,0,True,True,True,2.6e-05
dag_000167.txt,17,16,0,0,0,True,True,True,2.6e-05
dag_000168.txt,28,27,0,0,0,True,True,True,2.3e-05
dag_000169.txt,10,9,0,0,0,True,True,True,1.9e-05
dag_000170.txt,33,32,0,0,0,True,True,True,2.8e-05
dag_000171.txt,32,31,0,0,0,True,True,True,3.3e-05
dag_000172.txt,21,20,0,0,0,True,True,True,2.1e-05
dag_000173.txt,22,21,0,0,0,True,True,True,2.2e-05
dag_000174.txt,12,11,0,0,0,True,True,True,1.9e-05
dag_000175.txt,15,14,0,0,0,True,True,True,1.8e-05
dag_000176.txt,20,19,0,0,0,True,True,True,2.4e-05
dag_000177.txt,24,23,0,0,0,True,True,True,2.2e-05
dag_000178.txt,15,14,0,0,0,True,True,True,2.2e-05
dag_000179.txt,35,34,0,0,0,True,True,True,2.6e-05
dag_000180.txt,31,30,0,0,0,True,True,True,2.7e-05
dag_000181.txt,10,9,0,0,0,True,True,True,2.1e-05
dag_000182.txt,20,19,0,0,0,True,True,True,2.1e-05
dag_000183.txt,20,19,0,0,0,True,True,True,2.8e-05
dag_000184.txt,14,13,0,0,0,True,True,True,1.5e-05
dag_000185.txt,35,34,0,0,0,True,True,True,3.3e-05
dag_000186.txt,14,13,0,0,0,True,True,True,1.8e-05
dag_000187.txt,31,30,0,0,0,True,True,True,3e-05
dag_000188.txt,29,28,0,0,0,True,True,True,2.4e-05
dag_000189.txt,10,9,0,0,0,True,True,True,1.8e-05
dag_000190.txt,25,24,0,0,0,True,True,True,2.6e-05
dag_000191.txt,35,34,0,0,0,True,True,True,2.8e-05
dag_000192.txt,28,27,0,0,0,True,True,True,3e-05
dag_000193.txt,27,26,0,0,0,True,True,True,2.3e-05
dag_000194.txt,17,16,0,0,0,True,True,True,2.2e-05
dag_000195.txt,28,27,0,0,0,True,True,True,2.2e-05
dag_000196.txt,11,10,0,0,0,True,True,True,2e-05
dag_000197.txt,16,15,0,0,0,True,True,True,1.9e-05
dag_000198.txt,10,9,0,0,0,True,True,True,1.7e-05
dag_000199.txt,29,28,0,0,0,True,True,True,2.9e-05
dag_000200.txt,18,17,0,0,0,True,True,True,2.2e-05
dag_000201.txt,34,33,0,0,0,True,True,True,3.1e-05
dag_000202.txt,11,10,0,0,0,True,True,True,1.6e-05
dag_000203.txt,24,23,0,0,0,True,True,True,2.8e-05
dag_000204.txt,18,17,0,0,0,True,True,True,1.7e-05
dag_000205.txt,26,25,0,0,0,True,True,True,2.8e-05
dag_000206.txt,34,33,0,0,0,True,True,True,3e-05
dag_000207.txt,27,26,0,0,0,True,True,True,2.5e-05
dag_000208.txt,17,16,0,0,0,True,True,True,2.5e-05
dag_000209.txt,35,34,0,0,0,True,True,True,2.7e-05
dag_000210.txt,32,31,0,0,0,True,True,True,3.3e-05
dag_000211.txt,13,12,0,0,0,True,True,True,1.9e-05
dag_000212.txt,34,33,0,0,0,True,True,True,3.4e-05
dag_000213.txt,29,28,0,0,0,True,True,True,2.6e-05
dag_000214.txt,32,31,0,0,0,True,True,True,2.9e-05
dag_000215.txt,32,31,0,0,0,True,True,True,3.1e-05
dag_000216.txt,11,10,0,0,0,True,True,True,2.3e-05
dag_000217.txt,24,23,0,0,0,True,True,True,3.2e-05
dag_000218.txt,30,29,0,0,0,True,True,True,3.8e-05
dag_000219.txt,24,23,0,0,0,True,True,True,2.6e-05
dag_000220.txt,31,30,0,0,0,True,True,True,2.2e-05
dag_000221.txt,24,23,0,0,0,True,True,True,2.5e-05
dag_000222.txt,32,31,0,0,0,True,True,True,2.5e-05
dag_000223.txt,11,10,0,0,0,True,True,True,1.8e-05
dag_000224.txt,26,25,0,0,0,True,True,True,2e-05
dag_000225.txt,32,31,0,0,0,True,True,True,3.7e-05
dag_000226.txt,18,17,0,0,0,True,True,True,2.5e-05
dag_000227.txt,31,30,0,0,0,True,True,True,2.9e-05
dag_000228.txt,15,14,0,0,0,True,True,True,2.9e-05
dag_000229.txt,32,31,0,0,0,True,True,True,2.5e-05
dag_000230.txt,17,16,0,0,0,True,True,True,2.2e-05
dag_000231.txt,11,10,0,0,0,True,True,True,1.3e-05
dag_000232.txt,30,29,0,0,0,True,True,True,2.9e-05
dag_000233.txt,23,22,0,0,0,True,True,True,2.6e-05
dag_000234.txt,30,29,0,0,0,True,True,True,2.9e-05
dag_000235.txt,24,23,0,0,0,True,True,True,2.6e-05
dag_000236.txt,18,17,0,0,0,True,True,True,1.8e-05
dag_000237.txt,30,29,0,0,0,True,True,True,2.9e-05
dag_000238.txt,35,34,0,0,0,True,True,True,3.1e-05
dag_000239.txt,29,28,0,0,0,True,True,True,3e-05
dag_000240.txt,33,32,0,0,0,True,True,True,3e-05
dag_000241.txt,35,34,0,0,0,True,True,True,2.6e-05
dag_000242.txt,12,11,0,0,0,True,True,True,2.2e-05
dag_000243.txt,18,17,0,0,0,True,True,True,1.7e-05
dag_000244.txt,17,16,0,0,0,True,True,True,2.1e-05
dag_000245.txt,27,26,0,0,0,True,True,True,4e-05
dag_000246.txt,32,31,0,0,0,True,True,True,2.7e-05
dag_000247.txt,27,26,0,0,0,True,True,True,2.9e-05
dag_000248.txt,27,26,0,0,0,True,True,True,2.1e-05
dag_000249.txt,27,26,0,0,0,True,True,True,2.8e-05
dag_000250.txt,23,22,0,0,0,True,True,True,2.2e-05
dag_000251.txt,32,31,0,0,0,True,True,True,2.6e-05
dag_000252.txt,13,12,0,0,0,True,True,True,1.8e-05
dag_000253.txt,23,22,0,0,0,True,True,True,2.4e-05
dag_000254.txt,12,11,0,0,0,True,True,True,2.4e-05
dag_000255.txt,14,13,0,0,0,True,True,True,1.7e-05
dag_000256.txt,34,33,0,0,0,True,True,True,3.4e-05
dag_000257.txt,15,14,0,0,0,True,True,True,1.6e-05
dag_000258.txt,15,14,0,0,0,True,True,True,2.1e-05
dag_000259.txt,13,12,0,0,0,True,True,True,2.5e-05
dag_000260.txt,12,11,0,0,0,True,True,True,1.6e-05
dag_000261.txt,27,26,0,0,0,True,True,True,2.9e-05
dag_000262.txt,15,14,0,0,0,True,True,True,1.6e-05
dag_000263.txt,18,17,0,0,0,True,True,True,2.2e-05
dag_000264.txt,20,19,0,0,0,True,True,True,2.5e-05
dag_000265.txt,19,18,0,0,0,True,True,True,2.1e-05
dag_000266.txt,29,28,0,0,0,True,True,True,2.9e-05
dag_000267.txt,13,12,0,0,0,True,True,True,2.1e-05
dag_000268.txt,26,25,0,0,0,True,True,True,2.9e-05
dag_000269.txt,11,10,0,0,0,True,True,True,1.8e-05
dag_000270.txt,26,25,0,0,0,True,True,True,3.2e-05
dag_000271.txt,34,33,0,0,0,True,True,True,3.5e-05
dag_000272.txt,27,26,0,0,0,True,True,True,3.2e-05
dag_000273.txt,11,10,0,0,0,True,True,True,2.1e-05
dag_000274.txt,17,16,0,0,0,True,True,True,2.5e-05
dag_000275.txt,11,10,0,0,0,True,True,True,1.6e-05
dag_000276.txt,32,31,0,0,0,True,True,True,2.9e-05
dag_000277.txt,28,27,0,0,0,True,True,True,2.3e-05
dag_000278.txt,16,15,0,0,0,True,True,True,2e-05
dag_000279.txt,18,17,0,0,0,True,True,True,1.9e-05
dag_000280.txt,16,15,0,0,0,True,True,True,2.1e-05
dag_000281.txt,29,28,0,0,0,True,True,True,2.8e-05
dag_000282.txt,27,26,0,0,0,True,True,True,2.4e-05
dag_000283.txt,20,19,0,0,0,True,True,True,2.4e-05
dag_000284.txt,21,20,0,0,0,True,True,True,2.6e-05
dag_000285.txt,14,13,0,0,0,True,True,True,2.2e-05
dag_000286.txt,32,31,0,0,0,True,True,True,4.1e-05
dag_000287.txt,24,23,0,0,0,True,True,True,2.3e-05
dag_000288.txt,33,32,0,0,0,True,True,True,3.3e-05
dag_000289.txt,20,19,0,0,0,True,True,True,2e-05
dag_000290.txt,16,15,0,0,0,True,True,True,2.1e-05
dag_000291.txt,13,12,0,0,0,True,True,True,1.6e-05
dag_000292.txt,12,11,0,0,0,True,True,True,1.8e-05
dag_000293.txt,16,15,0,0,0,True,True,True,2.1e-05
dag_000294.txt,17,16,0,0,0,True,True,True,2e-05
dag_000295.txt,30,29,0,0,0,True,True,True,2.9e-05
dag_000296.txt,34,33,0,0,0,True,True,True,2.5e-05
dag_000297.txt,11,10,0,0,0,True,True,True,1.8e-05
dag_000298.txt,16,15,0,0,0,True,True,True,2.3e-05
dag_000299.txt,21,20,0,0,0,True,True,True,1.9e-05
dag_000300.txt,29,28,0,0,0,True,True,True,2.9e-05
dag_000301.txt,29,28,0,0,0,True,True,True,2.2e-05
dag_000302.txt,24,23,0,0,0,True,True,True,2.9e-05
dag_000303.txt,21,20,0,0,0,True,True,True,2.5e-05
dag_000304.txt,24,23,0,0,0,True,True,True,2.6e-05
dag_000305.txt,11,10,0,0,0,True,True,True,1.5e-05
dag_000306.txt,22,21,0,0,0,True,True,True,2.5e-05
dag_000307.txt,28,27,0,0,0,True,True,True,2.9e-05
dag_000308.txt,20,19,0,0,0,True,True,True,2.2e-05
dag_000309.txt,23,22,0,0,0,True,True,True,3.1e-05
dag_000310.txt,30,29,0,0,0,True,True,True,2.5e-05
dag_000311.txt,18,17,0,0,0,True,True,True,2.3e-05
dag_000312.txt,25,24,0,0,0,True,True,True,2.3e-05
dag_000313.txt,35,34,0,0,0,True,True,True,2.9e-05
dag_000314.txt,20,19,0,0,0,True,True,True,2.5e-05
dag_000315.txt,24,23,0,0,0,True,True,True,2.3e-05
dag_000316.txt,24,23,0,0,0,True,True,True,2.7e-05
dag_000317.txt,10,9,0,0,0,True,True,True,1.4e-05
dag_000318.txt,16,15,0,0,0,True,True,True,1.9e-05
dag_000319.txt,28,27,0,0,0,True,True,True,2.4e-05
dag_000320.txt,17,16,0,0,0,True,True,True,2.1e-05
dag_000321.txt,32,31,0,0,0,True,True,True,3e-05
dag_000322.txt,25,24,0,0,0,True,True,True,2.2e-05
dag_000323.txt,24,23,0,0,0,True,True,True,3e-05
dag_000324.txt,28,27,0,0,0,True,True,True,2.7e-05
dag_000325.txt,31,30,0,0,0,True,True,True,2.7e-05
dag_000326.txt,23,22,0,0,0,True,True,True,2.8e-05
dag_000327.txt,16,15,0,0,0,True,True,True,1.6e-05
dag_000328.txt,23,22,0,0,0,True,True,True,4.8e-05
dag_000329.txt,22,21,0,0,0,True,True,True,3e-05
dag_000330.txt,16,15,0,0,0,True,True,True,2.8e-05
dag_000331.txt,24,23,0,0,0,True,True,True,3.1e-05
dag_000332.txt,14,13,0,0,0,True,True,True,2.3e-05
dag_000333.txt,21,20,0,0,0,True,True,True,2.8e-05
dag_000334.txt,28,27,0,0,0,True,True,True,2.6e-05
dag_000335.txt,31,30,0,0,0,True,True,True,3.4e-05
dag_000336.txt,18,17,0,0,0,True,True,True,1.7e-05
dag_000337.txt,32,31,0,0,0,True,True,True,2.9e-05
dag_000338.txt,19,18,0,0,0,True,True,True,2.4e-05
dag_000339.txt,23,22,0,0,0,True,True,True,2.1e-05
dag_000340.txt,28,27,0,0,0,True,True,True,2.7e-05
dag_000341.txt,34,33,0,0,0,True,True,True,2.8e-05
dag_000342.txt,28,27,0,0,0,True,True,True,2.8e-05
dag_000343.txt,12,11,0,0,0,True,True,True,1.7e-05
dag_000344.txt,20,19,0,0,0,True,True,True,2.2e-05
dag_000345.txt,12,11,0,0,0,True,True,True,2e-05
dag_000346.txt,27,26,0,0,0,True,True,True,2.4e-05
dag_000347.txt,17,16,0,0,0,True,True,True,2.5e-05
dag_000348.txt,31,30,0,0,0,True,True,True,2.8e-05
dag_000349.txt,18,17,0,0,0,True,True,True,2.1e-05
dag_000350.txt,29,28,0,0,0,True,True,True,3.7e-05
dag_000351.txt,14,13,0,0,0,True,True,True,2.2e-05
dag_000352.txt,29,28,0,0,0,True,True,True,3.1e-05
dag_000353.txt,30,29,0,0,0,True,True,True,4.2e-05
dag_000354.txt,13,12,0,0,0,True,True,True,2.2e-05
dag_000355.txt,32,31,0,0,0,True,True,True,3.9e-05
dag_000356.txt,29,28,0,0,0,True,True,True,2.9e-05
dag_000357.txt,25,24,0,0,0,True,True,True,2.6e-05
dag_000358.txt,27,26,0,0,0,True,True,True,2.8e-05
dag_000359.txt,22,21,0,0,0,True,True,True,2.1e-05
dag_000360.txt,16,15,0,0,0,True,True,True,2.2e-05
dag_000361.txt,19,18,0,0,0,True,True,True,1.8e-05
dag_000362.txt,28,27,0,0,0,True,True,True,2.5e-05
dag_000363.txt,23,22,0,0,0,True,True,True,2.8e-05
dag_000364.txt,23,22,0,0,0,True,True,True,2.7e-05
dag_000365.txt,28,27,0,0,0,True,True,True,3.3e-05
dag_000366.txt,17,16,0,0,0,True,True,True,2.2e-05
dag_000367.txt,23,22,0,0,0,True,True,True,2.4e-05
dag_000368.txt,21,20,0,0,0,True,True,True,2.6e-05
dag_000369.txt,31,30,0,0,0,True,True,True,2.6e-05
dag_000370.txt,22,21,0,0,0,True,True,True,2.6e-05
dag_000371.txt,25,24,0,0,0,True,True,True,2.1e-05
dag_000372.txt,27,26,0,0,0,True,True,True,2.6e-05
dag_000373.txt,34,33,0,0,0,True,True,True,2.9e-05
dag_000374.txt,33,32,0,0,0,True,True,True,2.8e-05
dag_000375.txt,31,30,0,0,0,True,True,True,2.9e-05
dag_000376.txt,35,34,0,0,0,True,True,True,2.5e-05
dag_000377.txt,35,34,0,0,0,True,True,True,2.9e-05
dag_000378.txt,32,31,0,0,0,True,True,True,3e-05
dag_000379.txt,34,33,0,0,0,True,True,True,2.6e-05
dag_000380.txt,18,17,0,0,0,True,True,True,2.5e-05
dag_000381.txt,22,21,0,0,0,True,True,True,2.3e-05
dag_000382.txt,29,28,0,0,0,True,True,True,2.9e-05
dag_000383.txt,14,13,0,0,0,True,True,True,1.6e-05
dag_000384.txt,22,21,0,0,0,True,True,True,2.5e-05
dag_000385.txt,26,25,0,0,0,True,True,True,3.4e-05
dag_000386.txt,10,9,0,0,0,True,True,True,1.4e-05
dag_000387.txt,12,11,0,0,0,True,True,True,2e-05
dag_000388.txt,24,23,0,0,0,True,True,True,2e-05
dag_000389.txt,28,27,0,0,0,True,True,True,2.7e-05
dag_000390.txt,33,32,0,0,0,True,True,True,2.7e-05
dag_000391.txt,33,32,0,0,0,True,True,True,2.7e-05
dag_000392.txt,31,30,0,0,0,True,True,True,3e-05
dag_000393.txt,32,31,0,0,0,True,True,True,2.4e-05
dag_000394.txt,17,16,0,0,0,True,True,True,2.2e-05
dag_000395.txt,18,17,0,0,0,True,True,True,2.6e-05
dag_000396.txt,25,24,0,0,0,True,True,True,2.5e-05
dag_000397.txt,10,9,0,0,0,True,True,True,1.9e-05
dag_000398.txt,22,21,0,0,0,True,True,True,2.1e-05
dag_000399.txt,13,12,0,0,0,True,True,True,2.1e-05
dag_000400.txt,20,19,0,0,0,True,True,True,2e-05
dag_000401.txt,14,13,0,0,0,True,True,True,2e-05
dag_000402.txt,32,31,0,0,0,True,True,True,3.3e-05
dag_000403.txt,34,33,0,0,0,True,True,True,3.4e-05
dag_000404.txt,17,16,0,0,0,True,True,True,2.6e-05
dag_000405.txt,33,32,0,0,0,True,True,True,2.8e-05
dag_000406.txt,16,15,0,0,0,True,True,True,2.1e-05
dag_000407.txt,24,23,0,0,0,True,True,True,2.9e-05
dag_000408.txt,25,24,0,0,0,True,True,True,2.1e-05
dag_000409.txt,29,28,0,0,0,True,True,True,2.9e-05
dag_000410.txt,12,11,0,0,0,True,True,True,1.9e-05
dag_000411.txt,17,16,0,0,0,True,True,True,2e-05
dag_000412.txt,28,27,0,0,0,True,True,True,2.7e-05
dag_000413.txt,23,22,0,0,0,True,True,True,2.3e-05
dag_000414.txt,14,13,0,0,0,True,True,True,2e-05
dag_000415.txt,32,31,0,0,0,True,True,True,2.4e-05
dag_000416.txt,20,19,0,0,0,True,True,True,2.5e-05
dag_000417.txt,12,11,0,0,0,True,True,True,1.5e-05
dag_000418.txt,32,31,0,0,0,True,True,True,2.7e-05
dag_000419.txt,13,12,0,0,0,True,True,True,2.3e-05
dag_000420.txt,12,11,0,0,0,True,True,True,1.4e-05
dag_000421.txt,23,22,0,0,0,True,True,True,2.5e-05
dag_000422.txt,28,27,0,0,0,True,True,True,3e-05
dag_000423.txt,25,24,0,0,0,True,True,True,2.2e-05
dag_000424.txt,12,11,0,0,0,True,True,True,2.2e-05
dag_000425.txt,30,29,0,0,0,True,True,True,2.5e-05
dag_000426.txt,13,12,0,0,0,True,True,True,2e-05
dag_000427.txt,30,29,0,0,0,True,True,True,2.9e-05
dag_000428.txt,19,18,0,0,0,True,True,True,2.3e-05
dag_000429.txt,12,11,0,0,0,True,True,True,2e-05
dag_000430.txt,17,16,0,0,0,True,True,True,1.8e-05
dag_000431.txt,21,20,0,0,0,True,True,True,2.4e-05
dag_000432.txt,35,34,0,0,0,True,True,True,8.3e-05
dag_000433.txt,25,24,0,0,0,True,True,True,2e-05
dag_000434.txt,22,21,0,0,0,True,True,True,2.6e-05
dag_000435.txt,23,22,0,0,0,True,True,True,2.2e-05
dag_000436.txt,34,33,0,0,0,True,True,True,2.9e-05
